gene	oe_lof_upper	obs_lof	exp_lof	mu_lof	total.ptv.count	total.dn.count	total.inh.count	ccr.ptv.count	ccr.dn.count	ccr.inh.count
ENSG00000132704	1.122	20	25.906	1.8419975e-06	7	0	7	0	0	0
ENSG00000158473	0.996	12	19.529	1.74066e-06	7	0	7	0	0	0
ENSG00000158477	1.946	29	17.654	1.4036835e-06	1	0	1	0	0	0
ENSG00000158481	1.233	14	17.756	1.53404875e-06	3	0	3	0	0	0
ENSG00000196171	1.883	9	7.0092	7.736155e-07	3	0	3	0	0	0
ENSG00000203757	1.89	1	1.0313	7.2559325e-08	1	0	1	0	0	0
ENSG00000163563	1.832	22	16.424	1.3733325e-06	1	0	1	0	0	0
ENSG00000163565	1.014	22	30.977	2.7671e-06	1	0	1	0	0	0
ENSG00000163568	0.825	0	3.6133	9.8052825e-07	1	0	1	0	0	0
ENSG00000132703	1.83	2	2.4163	1.7130225e-07	1	0	1	0	0	0
ENSG00000132693	1.921	3	2.1493	1.54426625e-07	1	0	1	0	0	0
ENSG00000181036	1.726	30	23.365	1.7371425e-06	2	0	2	0	0	0
ENSG00000213085	0.998	26	36.156	3.7682475e-06	1	0	1	0	0	0
ENSG00000228594	1.828	1	1.545	1.1222165e-07	1	0	1	0	0	0
ENSG00000162723	1.587	6	7.2529	1.19174575e-06	1	0	1	0	0	0
ENSG00000132681	0.938	39	54.32	5.314105e-06	3	0	3	0	0	0
ENSG00000186510	1.116	29	35.445	3.0010975e-06	3	0	3	0	0	0
ENSG00000185519	0.892	5	11.78	9.657045e-07	2	0	2	0	0	0
ENSG00000122224	1.112	23	29.302	2.706465e-06	6	0	6	0	0	0
ENSG00000143222	0.905	6	13.087	1.24718825e-06	1	0	1	0	0	0
ENSG00000158864	0.56	11	32.527	3.52152e-06	1	0	1	0	0	0
ENSG00000203747	1.328	7	9.8776	7.4565975e-07	1	0	1	0	0	0
ENSG00000072694	0.722	2	8.7244	7.0673275e-07	1	0	1	0	0	0
ENSG00000162745	1.056	27	35.275	3.5096275e-06	2	0	2	0	0	0
ENSG00000142632	1.151	33	38.34	3.354355e-06	1	0	1	0	0	0
ENSG00000185860	1.577	4	5.5624	3.92352e-07	1	0	1	0	0	0
ENSG00000187144	1.498	25	23.292	1.821395e-06	3	0	3	1	0	1
ENSG00000162763	1.662	8	8.3938	8.628595e-07	4	0	4	0	0	0
ENSG00000152382	0.603	5	17.439	1.51391525e-06	4	0	4	0	0	0
ENSG00000198842	1.115	32	38.548	3.28099e-06	2	0	2	0	0	0
ENSG00000213064	0.9	5	11.686	9.7386175e-07	1	0	1	0	0	0
ENSG00000143156	0.909	12	21.382	1.97516e-06	1	0	1	0	0	0
ENSG00000117475	1.048	14	20.876	2.0084925e-06	1	0	1	0	0	0
ENSG00000058453	0.71	55	96.935	8.6378075e-06	1	0	1	0	0	0
ENSG00000198734	0.585	43	94.829	8.3683e-06	1	0	1	1	0	1
ENSG00000174175	1.319	47	45.434	3.50745e-06	3	0	3	0	0	0
ENSG00000000460	0.73	23	44.636	3.2824975e-06	2	0	2	0	0	0
ENSG00000117501	0.98	30	41.509	3.4654075e-06	2	0	2	0	0	0
ENSG00000007933	1.584	22	19.774	1.5206655e-06	3	0	3	0	0	0
ENSG00000076258	1.175	18	22.712	1.8693e-06	2	0	2	0	0	0
ENSG00000010165	0.889	19	31.344	3.2104725e-06	1	0	1	0	0	0
ENSG00000197959	0.477	13	43.338	3.8737725e-06	1	1	0	0	0	0
ENSG00000142623	1.136	26	31.766	2.5217125e-06	1	0	1	0	0	0
ENSG00000142619	0.943	20	30.817	2.34835e-06	1	0	1	0	0	0
ENSG00000159339	1.136	27	32.762	2.6178575e-06	1	0	1	0	0	0
ENSG00000120332	1.043	49	59.584	4.96872e-06	1	0	1	0	0	0
ENSG00000008130	0.69	8	20.906	2.61836e-06	1	0	1	0	0	0
ENSG00000120341	0.962	47	62.31	5.4479375e-06	2	0	2	1	0	1
ENSG00000116194	1.273	17	20.028	1.5595925e-06	1	0	1	0	0	0
ENSG00000186283	1.692	15	13.404	1.11657175e-06	1	0	1	0	0	0
ENSG00000057252	0.947	19	29.438	2.193915e-06	1	0	1	0	0	0
ENSG00000162779	0.991	47	60.487	5.329515e-06	4	0	4	0	0	0
ENSG00000162782	0.321	10	52.892	5.2730675e-06	1	1	0	0	0	0
ENSG00000135835	0.998	29	39.627	3.65954e-06	1	1	0	0	0	0
ENSG00000162783	0.451	0	6.6358	4.7302e-07	2	0	2	0	0	0
ENSG00000179930	1.699	17	14.759	1.0617825e-06	6	0	6	0	0	0
ENSG00000121446	0.715	26	50.448	3.87863e-06	3	0	3	0	0	0
ENSG00000157060	1.373	26	26.271	2.062595e-06	1	0	1	1	0	1
ENSG00000198860	0.796	2	7.9089	6.694305e-07	1	0	1	0	0	0
ENSG00000179023	1.598	26	22.517	1.90682e-06	3	0	3	0	0	0
ENSG00000135842	1.243	31	33.671	2.882005e-06	1	0	1	0	0	0
ENSG00000159423	0.731	14	29.956	2.3756525e-06	1	0	1	0	0	0
ENSG00000162670	0.45	8	32.093	2.882005e-06	1	0	1	0	0	0
ENSG00000169885	1.757	11	9.8757	7.0147325e-07	1	0	1	1	0	1
ENSG00000150681	1.084	6	10.925	9.3265675e-07	2	0	2	0	0	0
ENSG00000162482	1.928	24	15.463	1.253436e-06	2	0	2	0	0	0
ENSG00000116785	1.603	16	15.048	1.19067375e-06	2	0	2	0	0	0
ENSG00000158748	1.275	7	10.301	7.40283e-07	1	0	1	0	0	0
ENSG00000244414	1.53	12	12.635	8.8900625e-07	2	0	2	0	0	0
ENSG00000134365	1.761	19	15.436	2.2493575e-06	2	0	2	0	0	0
ENSG00000080910	1.818	11	9.2448	6.503355e-07	5	0	5	0	0	0
ENSG00000134389	1.829	41	28.546	2.346675e-06	1	0	1	0	0	0
ENSG00000066279	0.724	56	96.587	1.670377e-05	1	0	1	0	0	0
ENSG00000177888	0.414	9	37.912	3.6633925e-06	1	1	0	0	0	0
ENSG00000169914	0.922	10	18.39	1.722235e-06	3	0	3	0	0	0
ENSG00000118197	0.876	14	24.991	2.3113325e-06	2	0	2	1	0	1
ENSG00000118200	0.198	7	66.284	5.825315e-06	1	0	1	1	0	1
ENSG00000170128	1.264	4	7.2127	5.944575e-07	1	0	1	1	0	1
ENSG00000116852	0.435	28	88.297	8.6826975e-06	2	0	2	2	0	2
ENSG00000163395	0.867	14	25.25	9.2823475e-06	2	0	2	0	0	0
ENSG00000187980	1.372	3	5.5628	4.471245e-07	10	0	10	0	0	0
ENSG00000162543	1.129	4	8.0969	8.6832e-07	1	0	1	0	0	0
ENSG00000176393	1.261	27	29.531	2.503455e-06	2	0	2	0	0	0
ENSG00000187730	0.245	1	19.387	1.534836e-06	1	0	1	0	0	0
ENSG00000117153	0.634	3	12.237	2.42808e-06	1	0	1	0	0	0
ENSG00000163444	0.427	4	21.457	2.1940825e-06	1	1	0	1	1	0
ENSG00000188770	1.809	13	10.739	7.9996325e-07	1	0	1	0	0	0
ENSG00000158816	1.288	48	47.405	4.5498025e-06	2	0	2	1	0	1
ENSG00000170498	1.41	0	1.8506	1.32561175e-07	1	0	1	0	0	0
ENSG00000143850	0.422	14	51.856	4.627355e-06	1	0	1	0	0	0
ENSG00000133056	0.279	15	82.81	7.7644625e-06	1	0	1	0	0	0
ENSG00000184144	0.437	16	55.632	5.427e-06	1	0	1	1	0	1
ENSG00000163545	0.772	11	23.586	2.231435e-06	1	0	1	0	0	0
ENSG00000162873	1.201	12	16.187	1.775835e-06	1	0	1	1	0	1
ENSG00000117266	1.119	19	24.91	1.9250775e-06	1	0	1	0	0	0
ENSG00000183114	1.238	2	5.0305	3.6148175e-07	1	0	1	0	0	0
ENSG00000158711	0.953	4	9.6018	1.06625475e-06	5	0	5	0	0	0
ENSG00000174502	0.474	11	38.42	2.8443175e-06	3	0	3	0	0	0
ENSG00000196188	1.618	20	17.862	1.2730335e-06	5	0	5	5	0	5
ENSG00000198049	1.121	7	11.728	9.8953975e-07	1	0	1	1	0	1
ENSG00000162889	0.228	1	20.832	2.003635e-06	1	0	1	0	0	0
ENSG00000117245	1.053	32	40.817	3.1481625e-06	5	0	5	0	0	0
ENSG00000162897	1.174	17	21.727	1.7143625e-06	5	0	5	0	0	0
ENSG00000182795	0.729	8	19.804	2.0138525e-06	3	0	3	0	0	0
ENSG00000123836	0.752	15	30.73	2.83812e-06	1	0	1	0	0	0
ENSG00000117322	0.879	38	56.637	5.588135e-06	2	0	2	0	0	0
ENSG00000174059	1.024	11	17.782	1.55857075e-06	4	0	4	0	0	0
ENSG00000196878	0.738	34	61.363	5.7795875e-06	2	0	2	0	0	0
ENSG00000123689	1.757	0	0.86816	6.120785e-08	4	0	4	0	0	0
ENSG00000082512	1.089	22	28.86	2.4386325e-06	1	0	1	0	0	0
ENSG00000065600	1.284	14	17.039	1.36232775e-06	1	1	0	0	0	0
ENSG00000123685	1.27	3	6.0591	7.19446e-07	1	0	1	0	0	0
ENSG00000203705	1.16	12	16.757	1.2136045e-06	1	0	1	0	0	0
ENSG00000162769	0.668	9	23.5	1.806655e-06	2	0	2	1	0	1
ENSG00000117724	0.733	79	129.94	1.0672765e-05	3	0	3	2	0	2
ENSG00000142794	1.033	23	31.539	3.3622275e-06	7	0	7	0	0	0
ENSG00000042781	0.857	178	235.31	2.0091625e-05	4	0	4	0	0	0
ENSG00000196482	0.43	3	18.033	1.9765e-06	1	1	0	0	0	0
ENSG00000162814	0.809	16	30.052	3.1005925e-06	2	0	2	0	0	0
ENSG00000142798	0.412	78	228.6	2.10246e-05	1	0	1	1	0	1
ENSG00000143512	1.499	32	28.667	2.8761425e-06	10	0	10	0	0	0
ENSG00000162819	1.058	20	27.478	2.65186e-06	2	0	2	0	0	0
ENSG00000162909	1.072	38	46.448	4.19085e-06	1	0	1	0	0	0
ENSG00000143514	0.433	16	56.138	4.892005e-06	1	0	1	0	0	0
ENSG00000143748	0.923	37	52.722	5.43705e-06	1	0	1	0	0	0
ENSG00000185842	0.949	160	192.19	1.8590825e-06	3	0	3	0	0	0
ENSG00000184677	0.588	18	45.429	4.1233475e-06	1	0	1	0	0	0
ENSG00000196187	0.834	26	43.235	3.08803e-06	3	0	3	0	0	0
ENSG00000143811	1.342	10	12.628	1.20782575e-06	1	0	1	1	0	1
ENSG00000143751	0.913	13	22.643	2.3156875e-06	1	0	1	1	0	1
ENSG00000163050	1.007	20	28.867	2.5672725e-06	1	0	1	1	0	1
ENSG00000143776	0.292	19	95.402	8.560925e-06	1	0	1	1	0	1
ENSG00000181450	1.929	2	1.2519	8.8441675e-08	1	0	1	0	0	0
ENSG00000154358	0.799	189	266.77	3.1840075e-05	14	1	13	3	0	3
ENSG00000168148	1.94	6	3.751	4.1719225e-07	4	0	4	0	0	0
ENSG00000215906	1.083	6	10.934	8.755895e-07	2	0	2	0	0	0
ENSG00000135763	0.845	36	56.249	4.8734125e-06	1	0	1	0	0	0
ENSG00000135744	1.445	12	13.425	1.13486275e-06	1	0	1	0	0	0
ENSG00000119280	1.016	7	12.946	1.07680725e-06	1	0	1	0	0	0
ENSG00000212916	1.338	31	31.267	2.33964e-06	3	0	3	0	0	0
ENSG00000143674	0.8	9	19.622	3.1927175e-06	1	0	1	0	0	0
ENSG00000059588	0.841	48	72.632	5.60656e-06	3	0	3	2	0	2
ENSG00000152904	0.64	3	12.119	9.9037725e-07	1	0	1	0	0	0
ENSG00000119285	0.14	8	102.8	8.57399e-06	1	1	0	0	0	0
ENSG00000116996	1.314	28	29.206	2.8918875e-06	7	0	7	0	0	0
ENSG00000188822	1.683	8	8.2434	8.72541e-07	1	0	1	0	0	0
ENSG00000189266	1.832	0	0.51668	3.7196725e-08	3	0	3	0	0	0
ENSG00000155816	0.274	10	61.903	5.3963475e-06	4	0	4	0	0	0
ENSG00000157911	0.86	8	16.786	1.6633755e-06	3	0	3	2	0	2
ENSG00000142677	0.627	8	23.02	2.030435e-06	1	0	1	1	0	1
ENSG00000117009	0.779	12	24.948	2.3867075e-06	1	0	1	1	0	1
ENSG00000162843	1.086	53	61.349	5.8144275e-06	9	0	9	0	0	0
ENSG00000174371	0.925	25	37.742	3.4379375e-06	4	0	4	0	0	0
ENSG00000001460	1.453	14	15.034	1.62617375e-06	1	0	1	0	0	0
ENSG00000162851	0.953	11	19.107	1.77885e-06	1	0	1	0	0	0
ENSG00000197472	1.847	5	4.6299	3.26022e-07	10	0	10	0	0	0
ENSG00000196418	1.73	3	3.8938	2.754705e-07	2	0	2	0	0	0
ENSG00000177476	1.419	2	4.2856	3.0312475e-07	1	0	1	1	0	1
ENSG00000162722	1.565	15	14.677	1.3315245e-06	4	0	4	0	0	0
ENSG00000238243	1.767	6	6.0765	5.8204575e-07	2	0	2	0	0	0
ENSG00000177275	1.863	3	2.9437	3.4432975e-07	5	0	5	0	0	0
ENSG00000182783	1.876	1	1.172	8.0358125e-08	3	0	3	0	0	0
ENSG00000184022	1.928	4	2.7175	1.8976075e-07	1	0	1	0	0	0
ENSG00000149527	0.828	27	44.983	3.9548425e-06	2	0	2	0	0	0
ENSG00000187010	0.951	10	17.838	1.601635e-06	3	0	3	0	0	0
ENSG00000183726	0.742	3	10.446	8.8619225e-07	1	0	1	0	0	0
ENSG00000157978	1.163	10	14.582	1.06163175e-06	1	0	1	0	0	0
ENSG00000127423	1.579	13	12.98	1.08206675e-06	1	0	1	0	0	0
ENSG00000158006	1.113	16	21.841	1.8962675e-06	7	0	7	1	0	1
ENSG00000158022	1.469	19	18.959	1.46249275e-06	1	0	1	0	0	0
ENSG00000176092	0.889	23	36.638	3.40762e-06	3	0	3	1	0	1
ENSG00000060642	1.238	14	17.679	1.59444925e-06	1	0	1	0	0	0
ENSG00000198746	1.263	22	24.871	2.094755e-06	2	0	2	0	0	0
ENSG00000131910	1.638	8	8.5691	7.53817e-07	3	0	3	0	0	0
ENSG00000158246	0.717	3	10.807	9.205465e-07	1	0	1	0	0	0
ENSG00000142765	1.107	22	28.375	2.48704e-06	6	0	6	0	0	0
ENSG00000142748	0.896	6	13.214	9.4424775e-07	1	0	1	0	0	0
ENSG00000174950	1.834	6	5.495	7.4411875e-07	1	0	1	0	0	0
ENSG00000181773	1.543	6	7.5155	5.45983e-07	1	0	1	0	0	0
ENSG00000158156	1.471	12	13.175	1.26872875e-06	1	0	1	0	0	0
ENSG00000116329	1.193	5	8.7973	6.3095575e-07	2	1	1	1	0	1
ENSG00000121769	0.865	1	5.481	3.8831525e-07	3	0	3	0	0	0
ENSG00000168528	1.34	21	22.565	1.73999e-06	6	0	6	0	0	0
ENSG00000162517	1.058	8	13.639	9.7577125e-07	1	0	1	0	0	0
ENSG00000084652	0.24	2	26.188	2.0929125e-06	1	0	1	0	0	0
ENSG00000160051	1.248	14	17.533	1.6393225e-06	2	0	2	0	0	0
ENSG00000182866	0.253	3	30.647	2.64047e-06	2	1	1	0	0	0
ENSG00000160097	0.673	1	7.0535	4.6459475e-07	1	0	1	0	0	0
ENSG00000121900	1.18	3	6.5482	6.1544525e-07	2	0	2	0	0	0
ENSG00000142698	0.647	6	18.307	2.13395e-06	1	0	1	0	0	0
ENSG00000189280	1.825	7	6.326	6.0439025e-07	1	0	1	0	0	0
ENSG00000130762	1.246	21	24.266	2.7877025e-06	1	0	1	0	0	0
ENSG00000188910	1.323	5	7.9056	7.3179075e-07	1	0	1	0	0	0
ENSG00000146463	0.175	8	82.672	7.51003e-06	1	0	1	0	0	0
ENSG00000162591	0.908	65	88.009	8.0467e-06	1	0	1	1	0	1
ENSG00000054116	1.354	4	6.6961	5.2941725e-07	8	0	8	0	0	0
ENSG00000116871	0.235	4	39.01	3.80761e-06	1	0	1	1	0	1
ENSG00000116885	1.14	17	22.372	2.28738e-06	1	0	1	0	0	0
ENSG00000116898	1.425	15	16.192	1.6621025e-06	1	0	1	0	0	0
ENSG00000163879	1.512	16	16.031	1.4229125e-06	4	0	4	0	0	0
ENSG00000158315	1.369	12	14.191	1.1444605e-06	3	0	3	0	0	0
ENSG00000183682	1.348	10	12.563	1.174309e-06	1	0	1	0	0	0
ENSG00000163909	1.397	11	13.006	1.53418275e-06	1	0	1	0	0	0
ENSG00000198754	1.955	8	4.4435	4.5853125e-07	1	0	1	0	0	0
ENSG00000043514	1.144	19	24.363	2.279675e-06	1	0	1	0	0	0
ENSG00000168389	0.538	9	29.212	2.391565e-06	1	0	1	0	0	0
ENSG00000188800	1.566	7	8.2329	8.9138475e-07	2	0	2	0	0	0
ENSG00000084073	1.327	24	25.439	2.1619225e-06	2	0	2	0	0	0
ENSG00000187801	1.673	16	14.326	1.339933e-06	2	0	2	0	0	0
ENSG00000164002	1.433	8	10.023	8.5641075e-07	1	0	1	0	0	0
ENSG00000204060	0.671	2	9.3813	7.8585975e-07	3	0	3	0	0	0
ENSG00000186409	0.928	34	48.776	4.46823e-06	1	0	1	0	0	0
ENSG00000171960	1.189	8	12.134	8.599115e-07	1	1	0	0	0	0
ENSG00000117385	1.226	32	35.072	3.186185e-06	3	0	3	0	0	0
ENSG00000164010	1.169	14	18.717	1.8433375e-06	1	1	0	0	0	0
ENSG00000186973	1.154	3	6.6984	4.9032275e-07	3	0	3	0	0	0
ENSG00000243710	0.87	42	62.408	2.2624225e-06	2	0	2	0	0	0
ENSG00000253313	1.907	5	3.8378	4.1772825e-07	1	0	1	0	0	0
ENSG00000066056	0.885	39	57.569	5.0640275e-06	1	0	1	1	0	1
ENSG00000117400	0.763	20	38.089	3.7437925e-06	1	1	0	0	0	0
ENSG00000171872	1.357	14	16.115	1.566259e-06	1	0	1	0	0	0
ENSG00000188396	1.705	3	4.0328	4.936225e-07	1	0	1	0	0	0
ENSG00000117425	0.85	33	51.928	3.9829825e-06	1	0	1	0	0	0
ENSG00000126107	0.655	11	27.798	4.1612025e-06	1	0	1	0	0	0
ENSG00000186603	1.433	8	10.021	1.09941975e-06	1	0	1	0	0	0
ENSG00000117450	1.905	12	8.5871	6.085945e-07	2	0	2	0	0	0
ENSG00000117448	1.121	12	17.349	1.49234125e-06	1	0	1	0	0	0
ENSG00000173660	1.347	5	7.7554	8.302305e-07	1	0	1	0	0	0
ENSG00000117480	1.054	20	27.569	2.183195e-06	3	0	3	0	0	0
ENSG00000142973	1.144	19	24.372	1.74401e-06	3	0	3	0	0	0
ENSG00000186377	1.107	21	27.321	2.23445e-06	4	0	4	0	0	0
ENSG00000162365	1.886	35	23.457	2.058575e-06	4	0	4	0	0	0
ENSG00000186564	1.31	3	5.86	4.2312175e-07	3	0	3	0	0	0
ENSG00000117834	1.359	39	37.49	3.418005e-06	2	0	2	0	0	0
ENSG00000132122	1.457	29	27.125	2.4918975e-06	1	0	1	0	0	0
ENSG00000162373	0.658	5	15.97	1.139201e-06	1	0	1	0	0	0
ENSG00000186094	0.794	5	13.247	2.76241e-06	2	0	2	1	0	1
ENSG00000204006	1.815	9	7.8619	7.6083525e-07	3	0	3	0	0	0
ENSG00000154222	0.908	36	52.35	5.088985e-06	1	0	1	0	0	0
ENSG00000085840	0.881	29	44.886	5.058165e-06	1	0	1	0	0	0
ENSG00000203995	0.976	22	32.174	3.078985e-06	1	0	1	0	0	0
